Source,Target,Type,Industry
kunstig intelligens,produsere innhold,Undirected,Internettbaserte tjenester
social media,produsere innhold,Undirected,Internettbaserte tjenester
adobe after effects,figma,Undirected,Konsulent og rådgivning
adobe after effects,produsere innhold,Undirected,Konsulent og rådgivning
adobe after effects,adobe (software),Undirected,Konsulent og rådgivning
adobe after effects,typografi,Undirected,Konsulent og rådgivning
adobe after effects,kvalitetssikring,Undirected,Konsulent og rådgivning
adobe after effects,canva (software),Undirected,Konsulent og rådgivning
adobe after effects,markedsføringskanal,Undirected,Konsulent og rådgivning
figma,produsere innhold,Undirected,Konsulent og rådgivning
figma,adobe (software),Undirected,Konsulent og rådgivning
figma,typografi,Undirected,Konsulent og rådgivning
figma,kvalitetssikring,Undirected,Konsulent og rådgivning
figma,canva (software),Undirected,Konsulent og rådgivning
figma,markedsføringskanal,Undirected,Konsulent og rådgivning
produsere innhold,adobe (software),Undirected,Konsulent og rådgivning
produsere innhold,typografi,Undirected,Konsulent og rådgivning
produsere innhold,kvalitetssikring,Undirected,Konsulent og rådgivning
produsere innhold,canva (software),Undirected,Konsulent og rådgivning
produsere innhold,markedsføringskanal,Undirected,Konsulent og rådgivning
adobe (software),typografi,Undirected,Konsulent og rådgivning
adobe (software),kvalitetssikring,Undirected,Konsulent og rådgivning
adobe (software),canva (software),Undirected,Konsulent og rådgivning
adobe (software),markedsføringskanal,Undirected,Konsulent og rådgivning
typografi,kvalitetssikring,Undirected,Konsulent og rådgivning
typografi,canva (software),Undirected,Konsulent og rådgivning
typografi,markedsføringskanal,Undirected,Konsulent og rådgivning
kvalitetssikring,canva (software),Undirected,Konsulent og rådgivning
kvalitetssikring,markedsføringskanal,Undirected,Konsulent og rådgivning
canva (software),markedsføringskanal,Undirected,Konsulent og rådgivning
kunstig intelligens,due diligence analyse,Undirected,Internettbaserte tjenester
kunstig intelligens,optimalisering av kostnader,Undirected,Internettbaserte tjenester
kunstig intelligens,risikoanalyse,Undirected,Internettbaserte tjenester
kunstig intelligens,sikkerhetsadministrasjon,Undirected,Internettbaserte tjenester
due diligence analyse,analysere data,Undirected,Internettbaserte tjenester
due diligence analyse,optimalisering av kostnader,Undirected,Internettbaserte tjenester
due diligence analyse,risikoanalyse,Undirected,Internettbaserte tjenester
due diligence analyse,sikkerhetsadministrasjon,Undirected,Internettbaserte tjenester
analysere data,optimalisering av kostnader,Undirected,Internettbaserte tjenester
analysere data,risikoanalyse,Undirected,Internettbaserte tjenester
analysere data,sikkerhetsadministrasjon,Undirected,Internettbaserte tjenester
optimalisering av kostnader,risikoanalyse,Undirected,Internettbaserte tjenester
optimalisering av kostnader,sikkerhetsadministrasjon,Undirected,Internettbaserte tjenester
risikoanalyse,sikkerhetsadministrasjon,Undirected,Internettbaserte tjenester
java (programmeringsspråk),abap (programming language),Undirected,IT
java (programmeringsspråk),applications and products for data processing),Undirected,IT
java (programmeringsspråk),sql,Undirected,IT
java (programmeringsspråk),edifact,Undirected,IT
java (programmeringsspråk),visual basic,Undirected,IT
java (programmeringsspråk),sap (systems,Undirected,IT
python (dataprogrammering),c# (programmeringsspråk),Undirected,IT
python (dataprogrammering),abap (programming language),Undirected,IT
python (dataprogrammering),applications and products for data processing),Undirected,IT
python (dataprogrammering),edifact,Undirected,IT
python (dataprogrammering),visual basic,Undirected,IT
python (dataprogrammering),sap (systems,Undirected,IT
c# (programmeringsspråk),abap (programming language),Undirected,IT
c# (programmeringsspråk),applications and products for data processing),Undirected,IT
c# (programmeringsspråk),edifact,Undirected,IT
c# (programmeringsspråk),visual basic,Undirected,IT
c# (programmeringsspråk),sap (systems,Undirected,IT
abap (programming language),applications and products for data processing),Undirected,IT
abap (programming language),sql,Undirected,IT
abap (programming language),edifact,Undirected,IT
abap (programming language),visual basic,Undirected,IT
abap (programming language),sap (systems,Undirected,IT
applications and products for data processing),sql,Undirected,IT
applications and products for data processing),edifact,Undirected,IT
applications and products for data processing),visual basic,Undirected,IT
applications and products for data processing),sap (systems,Undirected,IT
sql,edifact,Undirected,IT
sql,visual basic,Undirected,IT
sql,sap (systems,Undirected,IT
edifact,visual basic,Undirected,IT
edifact,sap (systems,Undirected,IT
visual basic,sap (systems,Undirected,IT
optimalisering av konvertering,google analytics,Undirected,Butikk og varehandel
optimalisering av konvertering,digital commerce,Undirected,Butikk og varehandel
optimalisering av konvertering,avkastning på investering (roi),Undirected,Butikk og varehandel
optimalisering av konvertering,shopify,Undirected,Butikk og varehandel
optimalisering av konvertering,a/b-testing (konverteringsoptimalisering),Undirected,Butikk og varehandel
optimalisering av konvertering,google adwords,Undirected,Butikk og varehandel
optimalisering av konvertering,segmentere,Undirected,Butikk og varehandel
google analytics,digital commerce,Undirected,Butikk og varehandel
google analytics,avkastning på investering (roi),Undirected,Butikk og varehandel
google analytics,shopify,Undirected,Butikk og varehandel
google analytics,a/b-testing (konverteringsoptimalisering),Undirected,Butikk og varehandel
google analytics,google adwords,Undirected,Butikk og varehandel
digital commerce,avkastning på investering (roi),Undirected,Butikk og varehandel
digital commerce,shopify,Undirected,Butikk og varehandel
digital commerce,a/b-testing (konverteringsoptimalisering),Undirected,Butikk og varehandel
digital commerce,google adwords,Undirected,Butikk og varehandel
digital commerce,segmentere,Undirected,Butikk og varehandel
avkastning på investering (roi),shopify,Undirected,Butikk og varehandel
avkastning på investering (roi),a/b-testing (konverteringsoptimalisering),Undirected,Butikk og varehandel
avkastning på investering (roi),google adwords,Undirected,Butikk og varehandel
avkastning på investering (roi),segmentere,Undirected,Butikk og varehandel
shopify,a/b-testing (konverteringsoptimalisering),Undirected,Butikk og varehandel
shopify,google adwords,Undirected,Butikk og varehandel
shopify,segmentere,Undirected,Butikk og varehandel
a/b-testing (konverteringsoptimalisering),google adwords,Undirected,Butikk og varehandel
a/b-testing (konverteringsoptimalisering),segmentere,Undirected,Butikk og varehandel
google adwords,segmentere,Undirected,Butikk og varehandel
marinteknikk,cybersikkerhet,Undirected,IT
marinteknikk,sikre informasjonspersonvern,Undirected,IT
marinteknikk,ikt-støtte,Undirected,IT
marinteknikk,ikt-sikkerhetsstandarder,Undirected,IT
marinteknikk,behersker it-/datasystemer,Undirected,IT
marinteknikk,prosjektledelse it,Undirected,IT
cybersikkerhet,sikre informasjonspersonvern,Undirected,IT
cybersikkerhet,ikt-støtte,Undirected,IT
cybersikkerhet,ikt-sikkerhetsstandarder,Undirected,IT
cybersikkerhet,behersker it-/datasystemer,Undirected,IT
cybersikkerhet,prosjektledelse it,Undirected,IT
sikre informasjonspersonvern,ikt-støtte,Undirected,IT
sikre informasjonspersonvern,ikt-sikkerhetsstandarder,Undirected,IT
sikre informasjonspersonvern,behersker it-/datasystemer,Undirected,IT
sikre informasjonspersonvern,prosjektledelse it,Undirected,IT
ikt-støtte,ikt-sikkerhetsstandarder,Undirected,IT
ikt-støtte,behersker it-/datasystemer,Undirected,IT
ikt-støtte,prosjektledelse it,Undirected,IT
ikt-sikkerhetsstandarder,behersker it-/datasystemer,Undirected,IT
ikt-sikkerhetsstandarder,prosjektledelse it,Undirected,IT
behersker it-/datasystemer,prosjektledelse it,Undirected,IT
ingeniørarbeid,c# (programmeringsspråk),Undirected,Internettbaserte tjenester
ingeniørarbeid,sql,Undirected,Internettbaserte tjenester
ingeniørarbeid,fullstack utvikler,Undirected,Internettbaserte tjenester
ingeniørarbeid,github,Undirected,Internettbaserte tjenester
ingeniørarbeid,typescript,Undirected,Internettbaserte tjenester
ingeniørarbeid,ci/cd (continuous integration and continuous delivery),Undirected,Internettbaserte tjenester
c# (programmeringsspråk),fullstack utvikler,Undirected,Internettbaserte tjenester
c# (programmeringsspråk),github,Undirected,Internettbaserte tjenester
c# (programmeringsspråk),typescript,Undirected,Internettbaserte tjenester
c# (programmeringsspråk),ci/cd (continuous integration and continuous delivery),Undirected,Internettbaserte tjenester
sql,fullstack utvikler,Undirected,Internettbaserte tjenester
sql,github,Undirected,Internettbaserte tjenester
fullstack utvikler,github,Undirected,Internettbaserte tjenester
fullstack utvikler,typescript,Undirected,Internettbaserte tjenester
fullstack utvikler,ci/cd (continuous integration and continuous delivery),Undirected,Internettbaserte tjenester
github,typescript,Undirected,Internettbaserte tjenester
github,ci/cd (continuous integration and continuous delivery),Undirected,Internettbaserte tjenester
typescript,ci/cd (continuous integration and continuous delivery),Undirected,Internettbaserte tjenester
utvikling av markedsførings- og salgskonsepter,optimalisering av konvertering,Undirected,IT
utvikling av markedsførings- og salgskonsepter,kunstig intelligens,Undirected,IT
utvikling av markedsførings- og salgskonsepter,go-to-market strategi,Undirected,IT
utvikling av markedsførings- og salgskonsepter,prototype,Undirected,IT
optimalisering av konvertering,go-to-market strategi,Undirected,IT
optimalisering av konvertering,prototype,Undirected,IT
kunstig intelligens,go-to-market strategi,Undirected,IT
go-to-market strategi,prototype,Undirected,IT
bærekraftig miljøarbeid,akvakultur,Undirected,Industri og produksjon
bærekraftig miljøarbeid,biologi,Undirected,Industri og produksjon
bærekraftig miljøarbeid,kunstig intelligens,Undirected,Industri og produksjon
bærekraftig miljøarbeid,automatisering,Undirected,Industri og produksjon
bærekraftig miljøarbeid,kybernetikk,Undirected,Industri og produksjon
bærekraftig miljøarbeid,robotikk,Undirected,Industri og produksjon
bærekraftig miljøarbeid,logistikk,Undirected,Industri og produksjon
akvakultur,biologi,Undirected,Industri og produksjon
akvakultur,kunstig intelligens,Undirected,Industri og produksjon
akvakultur,automatisering,Undirected,Industri og produksjon
akvakultur,kybernetikk,Undirected,Industri og produksjon
akvakultur,robotikk,Undirected,Industri og produksjon
akvakultur,logistikk,Undirected,Industri og produksjon
biologi,kunstig intelligens,Undirected,Industri og produksjon
biologi,automatisering,Undirected,Industri og produksjon
biologi,kybernetikk,Undirected,Industri og produksjon
biologi,robotikk,Undirected,Industri og produksjon
biologi,logistikk,Undirected,Industri og produksjon
kunstig intelligens,kybernetikk,Undirected,Industri og produksjon
kunstig intelligens,robotikk,Undirected,Industri og produksjon
kunstig intelligens,logistikk,Undirected,Industri og produksjon
automatisering,kybernetikk,Undirected,Industri og produksjon
automatisering,robotikk,Undirected,Industri og produksjon
automatisering,logistikk,Undirected,Industri og produksjon
kybernetikk,robotikk,Undirected,Industri og produksjon
kybernetikk,logistikk,Undirected,Industri og produksjon
robotikk,logistikk,Undirected,Industri og produksjon
dataarkitektur,organisere data,Undirected,IT
dataarkitektur,behandle data,Undirected,IT
dataarkitektur,data engineering,Undirected,IT
dataarkitektur,systemoptimering,Undirected,IT
dataarkitektur,kvalitetssikring av data,Undirected,IT
kunstig intelligens,organisere data,Undirected,IT
kunstig intelligens,behandle data,Undirected,IT
kunstig intelligens,data engineering,Undirected,IT
kunstig intelligens,systemoptimering,Undirected,IT
organisere data,behandle data,Undirected,IT
organisere data,data engineering,Undirected,IT
organisere data,automatisering,Undirected,IT
organisere data,systemoptimering,Undirected,IT
organisere data,kvalitetssikring av data,Undirected,IT
behandle data,automatisering,Undirected,IT
behandle data,systemoptimering,Undirected,IT
data engineering,automatisering,Undirected,IT
data engineering,systemoptimering,Undirected,IT
data engineering,kvalitetssikring av data,Undirected,IT
automatisering,systemoptimering,Undirected,IT
automatisering,kvalitetssikring av data,Undirected,IT
systemoptimering,kvalitetssikring av data,Undirected,IT
react native,native apps,Undirected,Butikk og varehandel
react native,ingeniørarbeid,Undirected,Butikk og varehandel
react native,kunstig intelligens,Undirected,Butikk og varehandel
react native,mobilapplikasjon,Undirected,Butikk og varehandel
react native,informatikk,Undirected,Butikk og varehandel
react native,.net maui (multi-platform app ui),Undirected,Butikk og varehandel
native apps,ingeniørarbeid,Undirected,Butikk og varehandel
native apps,kunstig intelligens,Undirected,Butikk og varehandel
native apps,mobilapplikasjon,Undirected,Butikk og varehandel
native apps,informatikk,Undirected,Butikk og varehandel
native apps,.net maui (multi-platform app ui),Undirected,Butikk og varehandel
ingeniørarbeid,mobilapplikasjon,Undirected,Butikk og varehandel
ingeniørarbeid,.net maui (multi-platform app ui),Undirected,Butikk og varehandel
kunstig intelligens,mobilapplikasjon,Undirected,Butikk og varehandel
kunstig intelligens,.net maui (multi-platform app ui),Undirected,Butikk og varehandel
mobilapplikasjon,informatikk,Undirected,Butikk og varehandel
mobilapplikasjon,.net maui (multi-platform app ui),Undirected,Butikk og varehandel
informatikk,.net maui (multi-platform app ui),Undirected,Butikk og varehandel
strategisk systemutvikling,ingeniørarbeid,Undirected,Butikk og varehandel
strategisk systemutvikling,kunstig intelligens,Undirected,Butikk og varehandel
strategisk systemutvikling,standardisere prosesser,Undirected,Butikk og varehandel
strategisk systemutvikling,informatikk,Undirected,Butikk og varehandel
ingeniørarbeid,standardisere prosesser,Undirected,Butikk og varehandel
kunstig intelligens,standardisere prosesser,Undirected,Butikk og varehandel
standardisere prosesser,informatikk,Undirected,Butikk og varehandel
landingpage,ahrefs,Undirected,Bank
landingpage,kunstig intelligens,Undirected,Bank
landingpage,automatisering,Undirected,Bank
landingpage,google adwords,Undirected,Bank
landingpage,markedsanalyse,Undirected,Bank
landingpage,semrush,Undirected,Bank
landingpage,python scripting,Undirected,Bank
ahrefs,kunstig intelligens,Undirected,Bank
ahrefs,automatisering,Undirected,Bank
ahrefs,google adwords,Undirected,Bank
ahrefs,markedsanalyse,Undirected,Bank
ahrefs,semrush,Undirected,Bank
ahrefs,python scripting,Undirected,Bank
kunstig intelligens,google adwords,Undirected,Bank
kunstig intelligens,markedsanalyse,Undirected,Bank
kunstig intelligens,semrush,Undirected,Bank
kunstig intelligens,python scripting,Undirected,Bank
automatisering,google adwords,Undirected,Bank
automatisering,markedsanalyse,Undirected,Bank
automatisering,semrush,Undirected,Bank
automatisering,python scripting,Undirected,Bank
google adwords,markedsanalyse,Undirected,Bank
google adwords,semrush,Undirected,Bank
google adwords,python scripting,Undirected,Bank
markedsanalyse,semrush,Undirected,Bank
markedsanalyse,python scripting,Undirected,Bank
semrush,python scripting,Undirected,Bank
engelsk,norsk,Undirected,Annet
general data protection regulation (gdpr),dataarkitektur,Undirected,Bank
api - integrasjoner,development of data pipelines,Undirected,Bank
api - integrasjoner,k8s,Undirected,Bank
api - integrasjoner,python (dataprogrammering),Undirected,Bank
api - integrasjoner,terraform,Undirected,Bank
api - integrasjoner,mlops,Undirected,Bank
api - integrasjoner,data engineering,Undirected,Bank
api - integrasjoner,sql,Undirected,Bank
development of data pipelines,k8s,Undirected,Bank
development of data pipelines,terraform,Undirected,Bank
k8s,terraform,Undirected,Bank
k8s,mlops,Undirected,Bank
k8s,data engineering,Undirected,Bank
terraform,mlops,Undirected,Bank
terraform,data engineering,Undirected,Bank
terraform,sql,Undirected,Bank
mlops,data engineering,Undirected,Bank
kunstig intelligens,markedsstrategi,Undirected,Eiendom
kunstig intelligens,datadrevet markedsføring,Undirected,Eiendom
markedsstrategi,produsere innhold,Undirected,Eiendom
markedsstrategi,datadrevet markedsføring,Undirected,Eiendom
produsere innhold,datadrevet markedsføring,Undirected,Eiendom
programvare som tjeneste,innholdsproduksjon,Undirected,Event og arrangementer
programvare som tjeneste,product marketing,Undirected,Event og arrangementer
prosjekteringsledelse,innholdsproduksjon,Undirected,Event og arrangementer
prosjekteringsledelse,product marketing,Undirected,Event og arrangementer
innholdsproduksjon,product marketing,Undirected,Event og arrangementer
biologi,bergenstesten,Undirected,Helse og omsorg
biologi,bioingeniørfaglig kompetanse,Undirected,Helse og omsorg
biologi,databaseutvikling,Undirected,Helse og omsorg
biologi,digitalisering,Undirected,Helse og omsorg
biologi,analysere bilder,Undirected,Helse og omsorg
bergenstesten,bioingeniørfaglig kompetanse,Undirected,Helse og omsorg
bergenstesten,databaseutvikling,Undirected,Helse og omsorg
bergenstesten,digitalisering,Undirected,Helse og omsorg
bergenstesten,analysere bilder,Undirected,Helse og omsorg
bioingeniørfaglig kompetanse,databaseutvikling,Undirected,Helse og omsorg
bioingeniørfaglig kompetanse,digitalisering,Undirected,Helse og omsorg
bioingeniørfaglig kompetanse,analysere bilder,Undirected,Helse og omsorg
databaseutvikling,digitalisering,Undirected,Helse og omsorg
databaseutvikling,analysere bilder,Undirected,Helse og omsorg
digitalisering,analysere bilder,Undirected,Helse og omsorg
wireframing,programvaredesign,Undirected,IT
wireframing,interaksjonsdesign,Undirected,IT
wireframing,informasjonsarkitektur,Undirected,IT
wireframing,brukbarhetstesting,Undirected,IT
wireframing,prototype,Undirected,IT
programvaredesign,interaksjonsdesign,Undirected,IT
programvaredesign,informasjonsarkitektur,Undirected,IT
programvaredesign,brukbarhetstesting,Undirected,IT
programvaredesign,prototype,Undirected,IT
interaksjonsdesign,informasjonsarkitektur,Undirected,IT
interaksjonsdesign,brukbarhetstesting,Undirected,IT
interaksjonsdesign,prototype,Undirected,IT
informasjonsarkitektur,brukbarhetstesting,Undirected,IT
informasjonsarkitektur,prototype,Undirected,IT
ifs erp,kunstig intelligens,Undirected,Industri og produksjon
ifs erp,prosessoptimalisering (produksjonsprosesser),Undirected,Industri og produksjon
ifs erp,digitalisering,Undirected,Industri og produksjon
ifs erp,fabrikasjonsprosess,Undirected,Industri og produksjon
kunstig intelligens,prosessoptimalisering (produksjonsprosesser),Undirected,Industri og produksjon
kunstig intelligens,fabrikasjonsprosess,Undirected,Industri og produksjon
prosessoptimalisering (produksjonsprosesser),digitalisering,Undirected,Industri og produksjon
prosessoptimalisering (produksjonsprosesser),fabrikasjonsprosess,Undirected,Industri og produksjon
digitalisering,fabrikasjonsprosess,Undirected,Industri og produksjon
prosjektledelse,innholdsmarkedsføring,Undirected,Markedsføring og annonsering
prosjektledelse,sosiale medier,Undirected,Markedsføring og annonsering
prosjektledelse,teknologisk forståelse,Undirected,Markedsføring og annonsering
prosjektledelse,matfaget,Undirected,Markedsføring og annonsering
prosjektledelse,kreativitet,Undirected,Markedsføring og annonsering
innholdsmarkedsføring,sosiale medier,Undirected,Markedsføring og annonsering
innholdsmarkedsføring,teknologisk forståelse,Undirected,Markedsføring og annonsering
innholdsmarkedsføring,matfaget,Undirected,Markedsføring og annonsering
innholdsmarkedsføring,kreativitet,Undirected,Markedsføring og annonsering
sosiale medier,teknologisk forståelse,Undirected,Markedsføring og annonsering
sosiale medier,matfaget,Undirected,Markedsføring og annonsering
sosiale medier,kreativitet,Undirected,Markedsføring og annonsering
teknologisk forståelse,matfaget,Undirected,Markedsføring og annonsering
teknologisk forståelse,kreativitet,Undirected,Markedsføring og annonsering
matfaget,kreativitet,Undirected,Markedsføring og annonsering
digital annonsering,landingpage,Undirected,Internettbaserte tjenester
digital annonsering,produsere innhold,Undirected,Internettbaserte tjenester
digital annonsering,datadrevet markedsføring,Undirected,Internettbaserte tjenester
digital annonsering,google analytics,Undirected,Internettbaserte tjenester
digital annonsering,wordpress,Undirected,Internettbaserte tjenester
digital annonsering,google adwords,Undirected,Internettbaserte tjenester
digital annonsering,kampanjeplanlegging (markedsføring),Undirected,Internettbaserte tjenester
landingpage,produsere innhold,Undirected,Internettbaserte tjenester
landingpage,datadrevet markedsføring,Undirected,Internettbaserte tjenester
landingpage,google analytics,Undirected,Internettbaserte tjenester
landingpage,wordpress,Undirected,Internettbaserte tjenester
landingpage,kampanjeplanlegging (markedsføring),Undirected,Internettbaserte tjenester
produsere innhold,google analytics,Undirected,Internettbaserte tjenester
produsere innhold,wordpress,Undirected,Internettbaserte tjenester
produsere innhold,google adwords,Undirected,Internettbaserte tjenester
produsere innhold,kampanjeplanlegging (markedsføring),Undirected,Internettbaserte tjenester
datadrevet markedsføring,wordpress,Undirected,Internettbaserte tjenester
datadrevet markedsføring,google adwords,Undirected,Internettbaserte tjenester
datadrevet markedsføring,kampanjeplanlegging (markedsføring),Undirected,Internettbaserte tjenester
google analytics,wordpress,Undirected,Internettbaserte tjenester
google analytics,kampanjeplanlegging (markedsføring),Undirected,Internettbaserte tjenester
wordpress,google adwords,Undirected,Internettbaserte tjenester
wordpress,kampanjeplanlegging (markedsføring),Undirected,Internettbaserte tjenester
google adwords,kampanjeplanlegging (markedsføring),Undirected,Internettbaserte tjenester
prometheus,overvåkning og loggverktøy,Undirected,IT
prometheus,felling,Undirected,IT
prometheus,cuda (compute unified device architecture),Undirected,IT
prometheus,docker,Undirected,IT
prometheus,bash (operativsystem),Undirected,IT
prometheus,systemoptimering,Undirected,IT
prometheus,ci/cd (continuous integration and continuous delivery),Undirected,IT
overvåkning og loggverktøy,felling,Undirected,IT
overvåkning og loggverktøy,cuda (compute unified device architecture),Undirected,IT
overvåkning og loggverktøy,docker,Undirected,IT
overvåkning og loggverktøy,bash (operativsystem),Undirected,IT
overvåkning og loggverktøy,systemoptimering,Undirected,IT
overvåkning og loggverktøy,ci/cd (continuous integration and continuous delivery),Undirected,IT
felling,cuda (compute unified device architecture),Undirected,IT
felling,docker,Undirected,IT
felling,bash (operativsystem),Undirected,IT
felling,systemoptimering,Undirected,IT
felling,ci/cd (continuous integration and continuous delivery),Undirected,IT
cuda (compute unified device architecture),docker,Undirected,IT
cuda (compute unified device architecture),bash (operativsystem),Undirected,IT
cuda (compute unified device architecture),systemoptimering,Undirected,IT
cuda (compute unified device architecture),ci/cd (continuous integration and continuous delivery),Undirected,IT
docker,bash (operativsystem),Undirected,IT
docker,systemoptimering,Undirected,IT
docker,ci/cd (continuous integration and continuous delivery),Undirected,IT
bash (operativsystem),systemoptimering,Undirected,IT
systemoptimering,ci/cd (continuous integration and continuous delivery),Undirected,IT
felling,k8s,Undirected,IT
felling,python (dataprogrammering),Undirected,IT
felling,maskinlæring,Undirected,IT
felling,mlops,Undirected,IT
felling,pytorch,Undirected,IT
k8s,docker,Undirected,IT
k8s,maskinlæring,Undirected,IT
k8s,pytorch,Undirected,IT
docker,mlops,Undirected,IT
docker,pytorch,Undirected,IT
go-to-market strategi,cybersikkerhet,Undirected,IT
go-to-market strategi,due diligence analyse,Undirected,IT
go-to-market strategi,datasenter,Undirected,IT
cybersikkerhet,due diligence analyse,Undirected,IT
cybersikkerhet,datasenter,Undirected,IT
due diligence analyse,datasenter,Undirected,IT
ifs erp,prosjekteringsledelse,Undirected,innsikt og lokal ekspertise.
ifs erp,controlling,Undirected,innsikt og lokal ekspertise.
ifs erp,kontinuerlig forbedringsarbeid,Undirected,innsikt og lokal ekspertise.
ifs erp,erp-systemer,Undirected,innsikt og lokal ekspertise.
ifs erp,axapta,Undirected,innsikt og lokal ekspertise.
prosjekteringsledelse,kunstig intelligens,Undirected,innsikt og lokal ekspertise.
prosjekteringsledelse,controlling,Undirected,innsikt og lokal ekspertise.
prosjekteringsledelse,kontinuerlig forbedringsarbeid,Undirected,innsikt og lokal ekspertise.
prosjekteringsledelse,erp-systemer,Undirected,innsikt og lokal ekspertise.
prosjekteringsledelse,axapta,Undirected,innsikt og lokal ekspertise.
kunstig intelligens,controlling,Undirected,innsikt og lokal ekspertise.
kunstig intelligens,kontinuerlig forbedringsarbeid,Undirected,innsikt og lokal ekspertise.
kunstig intelligens,erp-systemer,Undirected,innsikt og lokal ekspertise.
kunstig intelligens,axapta,Undirected,innsikt og lokal ekspertise.
controlling,kontinuerlig forbedringsarbeid,Undirected,innsikt og lokal ekspertise.
controlling,axapta,Undirected,innsikt og lokal ekspertise.
kontinuerlig forbedringsarbeid,erp-systemer,Undirected,innsikt og lokal ekspertise.
kontinuerlig forbedringsarbeid,axapta,Undirected,innsikt og lokal ekspertise.
erp-systemer,axapta,Undirected,innsikt og lokal ekspertise.
kostnadskontroll (financial controlling),business-planlegging,Undirected,innsikt og lokal ekspertise.
kostnadskontroll (financial controlling),analysere data,Undirected,innsikt og lokal ekspertise.
kostnadskontroll (financial controlling),controlling,Undirected,innsikt og lokal ekspertise.
kostnadskontroll (financial controlling),finansforvaltning,Undirected,innsikt og lokal ekspertise.
kostnadskontroll (financial controlling),økonomistyring,Undirected,innsikt og lokal ekspertise.
kostnadskontroll (financial controlling),likviditetsstyring,Undirected,innsikt og lokal ekspertise.
kostnadskontroll (financial controlling),risikostyring,Undirected,innsikt og lokal ekspertise.
business-planlegging,analysere data,Undirected,innsikt og lokal ekspertise.
business-planlegging,controlling,Undirected,innsikt og lokal ekspertise.
business-planlegging,finansforvaltning,Undirected,innsikt og lokal ekspertise.
business-planlegging,økonomistyring,Undirected,innsikt og lokal ekspertise.
business-planlegging,likviditetsstyring,Undirected,innsikt og lokal ekspertise.
business-planlegging,risikostyring,Undirected,innsikt og lokal ekspertise.
analysere data,finansforvaltning,Undirected,innsikt og lokal ekspertise.
analysere data,økonomistyring,Undirected,innsikt og lokal ekspertise.
analysere data,likviditetsstyring,Undirected,innsikt og lokal ekspertise.
analysere data,risikostyring,Undirected,innsikt og lokal ekspertise.
controlling,finansforvaltning,Undirected,innsikt og lokal ekspertise.
controlling,økonomistyring,Undirected,innsikt og lokal ekspertise.
controlling,likviditetsstyring,Undirected,innsikt og lokal ekspertise.
controlling,risikostyring,Undirected,innsikt og lokal ekspertise.
finansforvaltning,økonomistyring,Undirected,innsikt og lokal ekspertise.
finansforvaltning,likviditetsstyring,Undirected,innsikt og lokal ekspertise.
finansforvaltning,risikostyring,Undirected,innsikt og lokal ekspertise.
økonomistyring,likviditetsstyring,Undirected,innsikt og lokal ekspertise.
økonomistyring,risikostyring,Undirected,innsikt og lokal ekspertise.
likviditetsstyring,risikostyring,Undirected,innsikt og lokal ekspertise.
account management,tolke data,Undirected,IT - programvare
account management,flåtestyring,Undirected,IT - programvare
account management,regulatory compliance,Undirected,IT - programvare
tolke data,flåtestyring,Undirected,IT - programvare
tolke data,regulatory compliance,Undirected,IT - programvare
flåtestyring,regulatory compliance,Undirected,IT - programvare
digital annonsering,resultatanalyse,Undirected,Butikk og varehandel
digital annonsering,annonsering i sosiale medier,Undirected,Butikk og varehandel
digital annonsering,performance marketing,Undirected,Butikk og varehandel
datadrevet markedsføring,resultatanalyse,Undirected,Butikk og varehandel
datadrevet markedsføring,annonsering i sosiale medier,Undirected,Butikk og varehandel
datadrevet markedsføring,performance marketing,Undirected,Butikk og varehandel
google analytics,resultatanalyse,Undirected,Butikk og varehandel
google analytics,annonsering i sosiale medier,Undirected,Butikk og varehandel
google analytics,performance marketing,Undirected,Butikk og varehandel
resultatanalyse,annonsering i sosiale medier,Undirected,Butikk og varehandel
resultatanalyse,performance marketing,Undirected,Butikk og varehandel
annonsering i sosiale medier,performance marketing,Undirected,Butikk og varehandel
digital informasjonsinnhenting,store språkmodeller,Undirected,Forskning
digital informasjonsinnhenting,natural language processing (nlp),Undirected,Forskning
digital informasjonsinnhenting,informatikk,Undirected,Forskning
digital informasjonsinnhenting,explainable ai,Undirected,Forskning
digital informasjonsinnhenting,vitenskapelig forskning,Undirected,Forskning
digital informasjonsinnhenting,forskning,Undirected,Forskning
store språkmodeller,natural language processing (nlp),Undirected,Forskning
store språkmodeller,explainable ai,Undirected,Forskning
store språkmodeller,vitenskapelig forskning,Undirected,Forskning
store språkmodeller,forskning,Undirected,Forskning
natural language processing (nlp),informatikk,Undirected,Forskning
natural language processing (nlp),explainable ai,Undirected,Forskning
natural language processing (nlp),vitenskapelig forskning,Undirected,Forskning
natural language processing (nlp),forskning,Undirected,Forskning
informatikk,explainable ai,Undirected,Forskning
informatikk,vitenskapelig forskning,Undirected,Forskning
informatikk,forskning,Undirected,Forskning
explainable ai,vitenskapelig forskning,Undirected,Forskning
explainable ai,forskning,Undirected,Forskning
vitenskapelig forskning,forskning,Undirected,Forskning
administrere data,vann- og avløpsanlegg,Undirected,Bygg og anlegg
digitalisering,vann- og avløpsanlegg,Undirected,Bygg og anlegg
support / brukerstøtte,operasjonelle problemer i industrielle prosesser,Undirected,Industri og produksjon
support / brukerstøtte,løse praktiske,Undirected,Industri og produksjon
support / brukerstøtte,installasjon,Undirected,Industri og produksjon
support / brukerstøtte,utføre feltarbeid,Undirected,Industri og produksjon
